scope,predicate,count
novel_predictions,involves classification of,2
novel_predictions,has lifecycle,2
novel_predictions,may be subject to,2
novel_predictions,not type of,2
novel_predictions,helps ensure,2
novel_predictions,ensured by,2
novel_predictions,modeled using,2
novel_predictions,has support type,2
novel_predictions,collaborates with,2
novel_predictions,must be documented,2
novel_predictions,used to model,2
novel_predictions,responsible for or consumes,2
novel_predictions,interrelates with,2
novel_predictions,from,2
novel_predictions,processes,2
novel_predictions,involves,2
novel_predictions,must include,2
novel_predictions,understands,2
novel_predictions,archived after,2
novel_predictions,created if,2
novel_predictions,connects to,2
novel_predictions,consumes,2
novel_predictions,is traceable,2
novel_predictions,modeled between,2
novel_predictions,may create,2
novel_predictions,owned by,2
novel_predictions,depends on,2
novel_predictions,can have role,2
novel_predictions,archived if,2
novel_predictions,must not be used in,2
novel_predictions,can be assigned as,2
novel_predictions,has milestone,2
novel_predictions,must not have,2
novel_predictions,created during,2
novel_predictions,modeled within,2
novel_predictions,affected,2
novel_predictions,reduces,2
novel_predictions,provides guidance for,2
novel_predictions,advised by,2
novel_predictions,should avoid,2
novel_predictions,identified for,2
novel_predictions,designed to achieve,2
novel_predictions,used to determine classification of,1
novel_predictions,optimized by,1
novel_predictions,tracked by,1
novel_predictions,integrates,1
novel_predictions,developed within,1
novel_predictions,forms part of,1
novel_predictions,is self contained,1
novel_predictions,done via,1
novel_predictions,maintained for,1
novel_predictions,forms together with,1
novel_predictions,structured by,1
novel_predictions,represents implementation of,1
